x_data,y_data,time
450.0,0.0,2022-06-25 15:30:50.865913
450.0,0.0,2022-06-25 15:30:50.880904
450.0,0.0,2022-06-25 15:30:50.947910
449.9800298339445,4.239428103219768,2022-06-25 15:30:50.970930
449.9201211082561,8.478479930514197,2022-06-25 15:30:50.991924
449.82027914021114,12.716779239354802,2022-06-25 15:30:51.010932
449.68051279141275,16.95394985400385,2022-06-25 15:30:51.030962
449.50083446700387,21.18961569890232,2022-06-25 15:30:51.050936
449.28126011456675,25.423400832048976,2022-06-25 15:30:51.070953
449.02180922270696,29.654929478367592,2022-06-25 15:30:51.090948
448.7225048193241,33.883826063059324,2022-06-25 15:30:51.108954
448.3833734695677,38.10971524493741,2022-06-25 15:30:51.131789
448.00444527347923,42.33222194974097,2022-06-25 15:30:51.149782
447.58575386332114,46.55097140342528,2022-06-25 15:30:51.167797
447.127336400591,50.76558916542528,2022-06-25 15:30:51.185793
446.6292335727237,54.97570116188957,2022-06-25 15:30:51.202795
446.0914895894802,59.180933718881775,2022-06-25 15:30:51.219797
445.5141521790232,63.3809135955465,2022-06-25 15:30:51.238805
444.8972725836815,67.5752680172368,2022-06-25 15:30:51.257823
444.2409055554015,71.76362470860022,2022-06-25 15:30:51.274816
443.5451093508879,75.94561192662066,2022-06-25 15:30:51.292814
442.80994572643294,80.12085849361284,2022-06-25 15:30:51.309846
442.03547993243495,84.28899383016669,2022-06-25 15:30:51.326821
441.2217807076075,88.44964798803862,2022-06-25 15:30:51.344859
440.3689202728777,92.6024516829867,2022-06-25 15:30:51.361828
439.4769743249768,96.747036327547,2022-06-25 15:30:51.380857
438.54602202972114,100.88303406374803,2022-06-25 15:30:51.399837
437.576146014986,105.0100777957605,2022-06-25 15:30:51.418848
436.5674323633716,109.12780122247926,2022-06-25 15:30:51.436868
435.519970604563,113.23583887003502,2022-06-25 15:30:51.453864
434.43385370738366,117.3338261242323,2022-06-25 15:30:51.471857
433.3091780715436,121.42139926291125,2022-06-25 15:30:51.489861
432.1460435190839,125.49819548823035,2022-06-25 15:30:51.506888
430.9445532855162,129.56385295886696,2022-06-25 15:30:51.523865
429.7048140106605,133.61801082213304,2022-06-25 15:30:51.542880
428.42693572917983,137.66030924600304,2022-06-25 15:30:51.561890
427.1110318608142,141.69038945105135,2022-06-25 15:30:51.579886
425.75721920031344,145.70789374229605,2022-06-25 15:30:51.598886
424.36561790707174,149.7124655409469,2022-06-25 15:30:51.617886
422.93635149446186,153.70374941605365,2022-06-25 15:30:51.635897
421.4695468188732,157.68139111605294,2022-06-25 15:30:51.655898
419.96533406845214,161.64503760021026,2022-06-25 15:30:51.673909
418.4238467515472,165.5943370699546,2022-06-25 15:30:51.691910
416.8452216848592,169.52893900010284,2022-06-25 15:30:51.709909
415.229598981298,173.4484941699709,2022-06-25 15:30:51.727911
413.57712203754664,177.35265469436948,2022-06-25 15:30:51.745922
411.8879375213338,181.2410740544808,2022-06-25 15:30:51.763923
410.1621953584164,185.11340712861465,2022-06-25 15:30:51.782923
408.4000487192725,188.96931022283985,2022-06-25 15:30:51.801948
406.60165400550636,192.80844110148934,2022-06-25 15:30:51.819937
404.76717083596736,196.63045901753577,2022-06-25 15:30:51.838963
402.89676203258216,200.43502474283494,2022-06-25 15:30:51.856945
400.9905936059037,204.22180059823435,2022-06-25 15:30:51.875945
399.04883474037644,207.99045048354446,2022-06-25 15:30:51.894949
397.0716577793202,211.74063990736968,2022-06-25 15:30:51.914978
395.059238209634,215.47203601679652,2022-06-25 15:30:51.932968
393.0117546462198,219.18430762693643,2022-06-25 15:30:51.950964
390.92938881613,222.87712525032052,2022-06-25 15:30:51.968984
388.8123255424374,226.55016112614368,2022-06-25 15:30:51.985975
386.6607527278316,230.20308924935537,2022-06-25 15:30:52.003973
384.47486133794087,233.83558539959472,2022-06-25 15:30:52.022003
382.2548453843832,237.44732716996688,2022-06-25 15:30:52.038986
380.00090190754634,241.03799399565904,2022-06-25 15:30:52.058509
377.7132309590992,244.60726718239226,2022-06-25 15:30:52.076513
375.392035584236,248.15482993470766,2022-06-25 15:30:52.093521
373.037521803655,251.68036738408418,2022-06-25 15:30:52.111548
370.6498985952726,255.18356661688492,2022-06-25 15:30:52.130527
368.2293778756752,258.66411670213023,2022-06-25 15:30:52.148534
365.77617448131025,262.121708719095,2022-06-25 15:30:52.165539
363.2905061494186,265.55603578472704,2022-06-25 15:30:52.184557
360.7725934987085,268.9667930808851,2022-06-25 15:30:52.202544
358.22266000977413,272.3536778813933,2022-06-25 15:30:52.220554
355.64093200526116,275.7163895789099,2022-06-25 15:30:52.239571
353.0276386297781,279.05462971160824,2022-06-25 15:30:52.256551
350.38301182955905,282.3681019896672,2022-06-25 15:30:52.274586
347.7072863318767,285.65651232156836,2022-06-25 15:30:52.291560
345.0006996242088,288.9195688401989,2022-06-25 15:30:52.310589
342.2634919331599,292.15698192875664,2022-06-25 15:30:52.329571
339.49590620313927,295.3684642464548,2022-06-25 15:30:52.349582
336.69818807479857,298.55373075402616,2022-06-25 15:30:52.366583
333.8705858632294,301.7124987390214,2022-06-25 15:30:52.384615
331.0133505359237,304.8444878409018,2022-06-25 15:30:52.402615
328.12673569049895,307.94942007592323,2022-06-25 15:30:52.420615
325.21099753218994,311.02701986180875,2022-06-25 15:30:52.441622
322.26639485110854,314.0770140422082,2022-06-25 15:30:52.458624
319.29318899927483,317.09913191094256,2022-06-25 15:30:52.477633
